arch,optimizer,seed,lag,acf_mag,cos_sim
resnet18_cifar10,adam,22242,20,0.8643584829773676,0.005014589258218976
resnet18_cifar10,adam,22242,21,0.8532704087726549,0.003664480385975151
resnet18_cifar10,adam,22242,22,0.84127945527366,0.006238255025630238
resnet18_cifar10,adam,22242,23,0.8298570091342086,0.003237858125884836
resnet18_cifar10,adam,22242,24,0.8185500123331003,0.0034006689347193066
resnet18_cifar10,adam,22242,25,0.805968485675043,0.004171076123343778
resnet18_cifar10,adam,22242,26,0.7942157849077474,0.006038554961101794
resnet18_cifar10,adam,22242,27,0.7803343760936006,0.006755213971593791
resnet18_cifar10,adam,22242,28,0.7657289316404782,0.0052052916549097045
resnet18_cifar10,adam,22242,29,0.7498668415762519,0.005381871017219022
resnet18_cifar10,adam,22242,30,0.7352770112793986,0.001435607335548482
resnet18_cifar10,adam,22242,31,0.7208883096148863,0.004851528700104608
resnet18_cifar10,adam,22242,32,0.7057540089046874,0.0045492867814969805
resnet18_cifar10,adam,22242,33,0.6903863331953338,0.005050051461457773
resnet18_cifar10,adam,22242,34,0.6732903884556256,0.0023534957902538413
resnet18_cifar10,adam,22242,35,0.6583998473394139,0.004811601496967365
